Document,Chunk Size,Overlap,kNN,Query,Document Filename,Chunk Index,Chunk Text,Relevance,Completeness,Accuracy
3.pdf,200,25,5,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,48,"nia+antarctica)
Australian National Botanic Gardens: Dicksonia antarctica – the soft tree fern (http://www.anbg.gov.au/gnp/interns-2003/dicksonia-antarctic
a.html)
Large, M.F. and J.E. Braggins 2004. ",1,1,1
3.pdf,200,25,5,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,19,"kaline soils. It can grow in semi-shade. It strongly resents drought
or  dryness  at  the  roots,  and  does  best  in  moist  soil.  Dicksonia  antarctica  is  a  long  lived  species  in
comparison ",1,1,5
3.pdf,200,25,5,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,41,".x (https://doi.org/10.1046%2Fj.1442-9993.2002.01190.x).

4. ""Dicksonia antarctica"" (https://www.rhs.org.uk/Plants/5794/Dicksonia-antarctica/Details). Royal Horticultural Society. Retrieved 29 May

20",1,1,1
3.pdf,200,25,5,6. What challenging cultivation method is noted for Dicksonia antarctica and when should it be used?,3.pdf,41,".x (https://doi.org/10.1046%2Fj.1442-9993.2002.01190.x).

4. ""Dicksonia antarctica"" (https://www.rhs.org.uk/Plants/5794/Dicksonia-antarctica/Details). Royal Horticultural Society. Retrieved 29 May

20",1,1,1
4.pdf,200,25,3,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,317,"  Springer-
Verlag, Berlin.

Unwin G. L. & Hunt M. A. (1996) Conservation and manage-
ment  of  soft  tree  fern  Dicksonia  antarctica  in  relation  to
commercial  forestry  and  horticulture.  In: ",1,1,1
4.pdf,200,25,5,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,52,"ns.

a
D.  antarctica

The

gap.

and

This study aimed to identify the environmental con-
straints  affecting  gas  exchange,  stomatal  conductance
and water relations in the Soft Tree Fern, 
.
D. a",1,1,1
4.pdf,200,25,1,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,177,"x  density  for  Dicksonia  antarctica
acclimated to an environment of high natural illumination in
a  glasshouse  at  ((cid:3))  the  University  of Tasmania  and  to  an
environment of low natural i",1,1,1
4.pdf,200,25,3,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,177,"x  density  for  Dicksonia  antarctica
acclimated to an environment of high natural illumination in
a  glasshouse  at  ((cid:3))  the  University  of Tasmania  and  to  an
environment of low natural i",1,1,1
4.pdf,200,25,3,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO",1,1,1
4.pdf,200,25,5,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,177,"x  density  for  Dicksonia  antarctica
acclimated to an environment of high natural illumination in
a  glasshouse  at  ((cid:3))  the  University  of Tasmania  and  to  an
environment of low natural i",1,1,1
4.pdf,200,25,5,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO",1,1,1
4.pdf,200,25,5,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,272,"ly  1993),  and  observations  of  ferns  cut  during  the
clearing  of  walking  tracks,  indicate  that  D.  antarctica
may  survive  for  years  in  this  condition. The  funnel-
like morphology of",1,1,1
4.pdf,200,25,5,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,48,"996;  Unwin  &  Hunt
1996).
long
its
During
with
(compared
co-occurring  tree  species)  lifetime, 
  may
D.  antarctica
be  exposed  to  a  wide  range  of  light  regimes,  from
shaded  beneath  a  ",1,1,1
4.pdf,200,25,5,6. Why might Dicksonia antarctica be considered to occupy a broad ecological niche?,4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO",1,1,1
5.pdf,200,25,3,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,188,"alis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may ",1,1,1
5.pdf,200,25,5,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,188,"alis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may ",1,1,1
5.pdf,200,25,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,189," larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/kg for D. antarctica [20] which provides for
great",1,1,1
5.pdf,200,25,3,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,189," larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/kg for D. antarctica [20] which provides for
great",1,1,1
6.pdf,200,25,5,2. How are tree ferns propagated for use in commercial horticulture?,6.pdf,7,"d commercial silviculture of the tree fern 

within managed understoreys of fast-growing Eucalyptus plantations. 

Project Objectives 

(i) Preliminary investigation of regeneration biology and microc",1,1,1
6.pdf,200,25,5,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,41,"and  managing  propagated  tree  fern  populations  silviculturally  for  an 

expanding world horticultural interest in Australian native ferns. The concept of actually 

raising and managing tree fe",1,1,1
6.pdf,200,25,5,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,190,"f the tree fern to intense fire is reduced and is conditional on the 

maturity and size (height and girth) of the upright stem (Peacock, 1994). The tree fern 

caudex appeared to 

 
 
 
 
 
 
Unwin",1,1,1
6.pdf,200,25,3,4. Why are certain tree fern species protected under international trade regulations?,6.pdf,134,"e tree fern industry is based on les s-than- adequate control of domestic harvest 

for  low-priced  and  low-return  local  and  mainland  markets.  Although  domestic  trade  is 

focussed  on  two ",1,1,1
6.pdf,200,25,5,4. Why are certain tree fern species protected under international trade regulations?,6.pdf,134,"e tree fern industry is based on les s-than- adequate control of domestic harvest 

for  low-priced  and  low-return  local  and  mainland  markets.  Although  domestic  trade  is 

focussed  on  two ",1,1,1
6.pdf,200,25,5,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,123,"h  well-developed  tree  fern  understories  of  tall  moist  eucalypt  forests  and  mixed 

forests which are themselves transitional to Callidendrous rainforest (Kirkpatrick, 1991). 

Although tree",1,1,1
6.pdf,200,25,5,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,253,"
with other fern species investigated.) 

Collectively, the physiological evidence confirms that the tree fern is capable of high rates 

of  carbon  fixation  at  light  intensities  approximating  1",1,1,1
6.pdf,200,25,5,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,121,"on  of  five  tree  fern  species  found  among  a  variety  of  moist  forest  types  across 

elevations  from  sea  level  upwards  to  1000m.  Habitat  range  varies  from  restricted  riparian 

",1,1,1
6.pdf,200,25,5,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,190,"f the tree fern to intense fire is reduced and is conditional on the 

maturity and size (height and girth) of the upright stem (Peacock, 1994). The tree fern 

caudex appeared to 

 
 
 
 
 
 
Unwin",1,1,1
7.pdf,200,25,5,1. How do logging practices in Tasmania impact the habitat of Dicksonia antarctica?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,1,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,3,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,3,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,412,"f Tasmania and The Commonwealth of Australia,
(2005), op.cit.(n.8)and Environment and Heritage Report
vol.1,(1996), op.cit.(n.9).

12 Forestry Tasmania, (2005), Towards a New Silviculture in
Tasmania ",1,1,1
7.pdf,200,25,5,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,5,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,412,"f Tasmania and The Commonwealth of Australia,
(2005), op.cit.(n.8)and Environment and Heritage Report
vol.1,(1996), op.cit.(n.9).

12 Forestry Tasmania, (2005), Towards a New Silviculture in
Tasmania ",1,1,1
7.pdf,200,25,5,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,145,"supplier, Forestry Tasmania, have significant
impacts on the native wildlife that lives in

Tasmania’s forests. Critical habitat for
Tasmania’s wildlife is permanently destroyed
when old growth forest",1,1,1
7.pdf,200,25,5,2. Are there any conservation efforts in place to protect Dicksonia antarctica within Tasmanian forests?,7.pdf,6,"gging operations. 

1

TASMANIA FOREST BUYERS RANKING

Urgent action needs to be taken by responsible
companies and stakeholders in order to prevent
Tasmania’s high conservation value forests and
end",1,1,1
7.pdf,200,25,3,3. How does the logging of old growth forests affect the population of Dicksonia antarctica?,7.pdf,129,"tal
area of old growth forest logged on public land
by 2010. However, Forestry Tasmania’s defini-
tion of old growth is so inappropriately narrow
and its definition of re-growth so broad that very
few",1,1,1
7.pdf,200,25,5,3. How does the logging of old growth forests affect the population of Dicksonia antarctica?,7.pdf,129,"tal
area of old growth forest logged on public land
by 2010. However, Forestry Tasmania’s defini-
tion of old growth is so inappropriately narrow
and its definition of re-growth so broad that very
few",1,1,1
7.pdf,200,25,5,3. How does the logging of old growth forests affect the population of Dicksonia antarctica?,7.pdf,96,"of
""senescent"" forests in the canopy of mature
forests AND less than a certain share of ""re-
growth"" forests or no record of logging in
those areas9.

In Tasmania, this is further compromised by
the u",1,1,1
7.pdf,200,25,1,4. Does the Japanese paper industry consider the conservation of species like Dicksonia antarctica in their procurement policies?,7.pdf,14,"asmania will greatly improve. 

In this report, we identify and rank both the
Japanese paper companies that purchase
Tasmanian woodchips, such as Nippon and Oji
Paper, and the Japanese companies that ",1,1,1
7.pdf,200,25,3,4. Does the Japanese paper industry consider the conservation of species like Dicksonia antarctica in their procurement policies?,7.pdf,299,"
large volume of woodchips from the native
forests of Tasmania. Oji Paper and Nippon
Paper together account for two-thirds of
Japanese purchases from Gunns.  

Conversely, Mitsubishi Paper Mill (MPM) ",1,1,1
7.pdf,200,25,3,5. Are there any regulations in place to ensure the protection of High Conservation Value Forests where Dicksonia antarctica may be found?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,5,5. Are there any regulations in place to ensure the protection of High Conservation Value Forests where Dicksonia antarctica may be found?,7.pdf,391,"vironment Tasmania 2003. See the website at:
http://soer.justice.tas.gov.au/2003/indicator/101/index.php

5

6

7

Tasmanian Forest Practice Authority, (2006), Annual report
2005-2006, Appendix.4, pag",1,1,1
7.pdf,200,25,3,6. How does the Australian Forestry Standard (AFS) certification process account for the protection of species like Dicksonia antarctica?,7.pdf,214,"
AFS Certification Vs.
the Forest
Stewardship Council
(FSC)

Many of the woodchips produced in Tasmania
are certified under the Australian Forestry
Standard (AFS), which is a timber certifica-
tion sc",1,1,1
